customer_id,gender,age,city,region,signup_date,preferred_device,loyalty_tier,email_opt_in,income_band,total_leads,converted_leads,avg_lead_score,total_acquisition_cost,total_sessions,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,avg_engagement_score,total_orders,total_revenue,total_units,total_returned,last_order_date,LCR,CPA,AOV,return_rate,CLV_proxy,recency_days,RFM_Tier,Segment,Segment_Name
C100044,female,18.0,Ibadan,south west,2024-12-01,phone,bronze,False,Middle,3.0,2.0,48.333333333333336,34.3,5,4.4,251.8,3,2,2.44,0.0,0.0,0.0,0.0,,0.6666666666666666,17.15,,,0.0,,No Orders,2,Dormant / At Risk
C100045,female,28.0,Kano,north west,2025-08-05,desktop,silver,True,Low,1.0,1.0,47.0,6.09,14,5.357142857142857,298.85714285714283,6,1,1.3214285714285714,1.0,22.12,2.0,0.0,2025-12-04,1.0,6.09,22.12,0.0,22.12,27.0,New Customers,0,Engaged Browsers
C100046,female,30.0,Port Harcourt,south south,2024-12-03,mobile,bronze,True,Lower-Middle,2.0,0.0,45.0,12.28,9,6.111111111111111,199.88888888888889,5,3,2.5,3.0,264.24,11.0,0.0,2025-02-05,0.0,,88.08,0.0,264.24,329.0,At Risk,1,Core Buyers
C100047,female,26.0,Jos,north central,2025-04-21,mobile,gold,True,Middle,2.0,0.0,46.5,36.96,5,6.0,214.8,2,0,1.2,3.0,260.46,13.0,0.0,2025-12-03,0.0,,86.82,0.0,260.46,28.0,Champions,1,Core Buyers
C100048,male,42.0,Lagos,south west,2024-01-03,tablet,gold,True,Middle,2.0,0.0,64.5,10.54,10,5.6,203.3,2,0,0.86,1.0,39.07,2.0,0.0,2025-11-05,0.0,,39.07,0.0,39.07,56.0,New Customers,2,Dormant / At Risk
C100049,male,37.0,Kaduna,north west,2024-12-23,mobile,bronze,True,Upper-Middle,3.0,1.0,27.333333333333332,43.85,8,5.5,260.42857142857144,2,2,1.675,1.0,50.96,3.0,0.0,2025-11-09,0.3333333333333333,43.85,50.96,0.0,50.96,52.0,New Customers,2,Dormant / At Risk
C100050,female,34.0,Port Harcourt,south south,2025-11-16,mobile,bronze,True,Middle,1.0,1.0,18.0,4.15,6,4.833333333333333,176.16666666666666,1,1,0.4833333333333332,0.0,0.0,0.0,0.0,,1.0,4.15,,,0.0,,No Orders,2,Dormant / At Risk
C100051,female,22.0,Port Harcourt,south south,2025-03-03,desktop,bronze,True,Middle,3.0,3.0,29.666666666666668,34.510000000000005,10,5.0,218.0,4,2,1.2,0.0,0.0,0.0,0.0,,1.0,11.503333333333336,,,0.0,,No Orders,0,Engaged Browsers
C100052,male,18.0,Kano,north west,2024-04-04,desktop,platinum,True,Low,0.0,0.0,,0.0,7,4.142857142857143,218.42857142857144,2,1,0.8428571428571429,5.0,229.92,12.0,0.0,2025-08-13,,,45.984,0.0,229.92,140.0,Average,1,Core Buyers
C100053,male,25.0,Ibadan,south west,2024-08-04,mobile,silver,False,Middle,2.0,0.0,36.0,20.049999999999997,16,5.3125,242.4375,5,3,1.53125,1.0,35.14,2.0,0.0,2025-11-29,0.0,,35.14,0.0,35.14,32.0,New Customers,0,Engaged Browsers
C100054,female,26.0,Port Harcourt,south south,2024-05-07,desktop,gold,True,Low,1.0,1.0,27.0,8.38,15,4.866666666666666,236.4,6,3,1.4866666666666668,4.0,85.69,8.0,1.0,2025-09-26,1.0,8.38,21.4225,0.25,85.69,96.0,Champions,0,Engaged Browsers
C100055,male,25.0,Lagos,south west,2025-07-06,mobile,silver,False,Lower-Middle,2.0,1.0,37.0,15.22,7,6.571428571428571,167.14285714285714,2,1,1.3714285714285714,0.0,0.0,0.0,0.0,,0.5,15.22,,,0.0,,No Orders,2,Dormant / At Risk
C100056,male,18.0,Lagos,south west,2025-10-16,tablet,silver,False,Lower-Middle,0.0,0.0,,0.0,9,6.0,231.88888888888889,4,2,2.155555555555555,0.0,0.0,0.0,0.0,,,,,,0.0,,No Orders,0,Engaged Browsers
C100057,male,20.0,Kano,north west,2024-07-21,mobile,bronze,True,Middle,3.0,1.0,21.666666666666668,40.11,7,6.0,213.0,1,0,0.3142857142857143,1.0,141.44,7.0,0.0,2025-09-22,0.3333333333333333,40.11,141.44,0.0,141.44,100.0,Average,2,Dormant / At Risk
C100058,male,29.0,Ibadan,south west,2025-11-24,mobile,bronze,True,Middle,0.0,0.0,,0.0,8,6.0,268.25,4,1,1.725,1.0,20.16,2.0,0.0,2025-12-30,,,20.16,0.0,20.16,1.0,New Customers,2,Dormant / At Risk
C100059,female,36.0,Kano,north west,2025-07-15,mobile,gold,False,Lower-Middle,3.0,1.0,29.0,47.79,4,5.5,193.25,3,2,3.3,3.0,194.43,13.0,0.0,2025-12-31,0.3333333333333333,47.79,64.81,0.0,194.43,0.0,Champions,1,Core Buyers
C100060,male,28.0,Calabar,south south,2024-10-30,desktop,silver,True,Upper-Middle,0.0,0.0,,0.0,10,5.9,233.9,3,0,0.79,0.0,0.0,0.0,0.0,,,,,,0.0,,No Orders,2,Dormant / At Risk
C100061,female,31.0,Kano,north west,2025-07-14,desktop,silver,False,Lower-Middle,2.0,0.0,17.5,21.0,7,4.714285714285714,333.14285714285717,3,2,2.042857142857143,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100062,female,32.0,Lagos,south west,2024-01-14,mobile,bronze,True,Middle,1.0,1.0,35.0,2.66,11,5.7272727272727275,237.8181818181818,6,4,2.5727272727272728,0.0,0.0,0.0,0.0,,1.0,2.66,,,0.0,,No Orders,0,Engaged Browsers
C100063,male,32.0,Abuja,north central,2025-08-25,desktop,silver,False,Middle,3.0,1.0,31.666666666666668,46.129999999999995,6,4.666666666666667,1371.5,2,2,1.8,0.0,0.0,0.0,0.0,,0.3333333333333333,46.129999999999995,,,0.0,,No Orders,2,Dormant / At Risk
C100064,female,43.0,Benin City,south south,2024-10-29,mobile,silver,False,Lower-Middle,3.0,1.0,26.333333333333332,60.48,9,6.666666666666667,292.0,7,4,3.4444444444444446,3.0,115.94,10.0,2.0,2025-11-15,0.3333333333333333,60.48,38.64666666666667,0.6666666666666666,115.94,46.0,Champions,0,Engaged Browsers
C100065,male,26.0,Abuja,north central,2025-11-17,mobile,bronze,False,High,3.0,1.0,46.333333333333336,35.05,11,5.7272727272727275,233.1818181818182,5,1,1.5727272727272728,1.0,45.39,0.0,0.0,2025-11-30,0.3333333333333333,35.05,45.39,0.0,45.39,31.0,New Customers,0,Engaged Browsers
C100066,male,35.0,Calabar,south south,2025-05-05,desktop,bronze,False,Upper-Middle,3.0,0.0,41.666666666666664,38.93,7,5.0,268.57142857142856,2,1,1.0714285714285714,3.0,238.42,11.0,0.0,2025-11-08,0.0,,79.47333333333334,0.0,238.42,53.0,Champions,1,Core Buyers
C100067,male,21.0,,south south,2024-04-12,mobile,silver,True,Lower-Middle,4.0,3.0,34.75,59.66,12,4.333333333333333,255.5,5,4,1.85,1.0,49.93,2.0,0.0,2025-05-10,0.75,19.886666666666667,49.93,0.0,49.93,235.0,Lost Causes,0,Engaged Browsers
C100068,male,43.0,Enugu,south east,2024-07-09,desktop,silver,True,Middle,4.0,3.0,40.5,51.92,7,5.857142857142857,200.57142857142856,2,1,1.1571428571428573,4.0,289.2,12.0,0.0,2025-08-30,0.75,17.30666666666667,72.3,0.0,289.2,123.0,Average,1,Core Buyers
C100069,male,39.0,Ibadan,south west,2024-12-09,mobile,bronze,True,Middle,1.0,0.0,49.0,8.74,14,5.928571428571429,187.21428571428572,2,2,1.092857142857143,3.0,119.23,7.0,0.0,2025-05-28,0.0,,39.74333333333333,0.0,119.23,217.0,At Risk,1,Core Buyers
C100070,female,42.0,Enugu,south east,2025-05-03,mobile,silver,True,Low,1.0,0.0,25.0,12.65,8,5.625,182.875,6,4,3.4375,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100071,female,34.0,,south west,2024-05-27,mobile,platinum,False,Middle,1.0,0.0,29.0,24.27,8,5.5,166.125,3,1,1.425,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100072,male,32.0,Abuja,north central,2025-02-19,tablet,gold,True,Upper-Middle,2.0,0.0,63.0,27.11,9,5.333333333333333,190.11111111111111,2,2,1.3111111111111111,1.0,39.64,2.0,0.0,2025-06-12,0.0,,39.64,0.0,39.64,202.0,Lost Causes,2,Dormant / At Risk
C100073,male,22.0,Ibadan,south west,2025-07-02,mobile,gold,True,Low,2.0,0.0,38.5,27.62,10,5.5,240.0,3,2,1.45,2.0,141.5,7.0,0.0,2025-07-22,0.0,,70.75,0.0,141.5,162.0,Average,1,Core Buyers
C100074,non-binary,36.0,Kaduna,north west,2025-08-26,desktop,bronze,True,Middle,2.0,0.0,19.5,12.88,12,5.5,235.83333333333337,4,1,1.1333333333333333,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100075,male,45.0,Ibadan,south west,2024-02-15,mobile,bronze,True,Middle,1.0,0.0,47.0,1.16,11,6.181818181818182,215.8181818181818,5,3,2.0727272727272728,1.0,5.16,1.0,0.0,2025-03-13,0.0,,5.16,0.0,5.16,293.0,Lost Causes,0,Engaged Browsers
C100076,female,18.0,Lagos,south west,2024-07-02,mobile,silver,True,Middle,0.0,0.0,,0.0,5,4.6,213.2,0,0,0.06,2.0,58.87,3.0,0.0,2025-06-06,,,29.435,0.0,58.87,208.0,At Risk,2,Dormant / At Risk
C100077,female,48.0,Port Harcourt,south south,2024-02-25,mobile,gold,True,Middle,2.0,1.0,48.0,5.38,8,5.5,202.0,1,0,0.675,2.0,1249.53,3.0,0.0,2025-04-06,0.5,5.38,624.765,0.0,1249.53,269.0,At Risk,3,Champions
C100078,female,26.0,Abuja,north central,2024-07-04,mobile,gold,True,Lower-Middle,1.0,1.0,57.0,20.43,9,5.0,211.0,5,3,2.388888888888889,0.0,0.0,0.0,0.0,,1.0,20.43,,,0.0,,No Orders,0,Engaged Browsers
C100079,male,37.0,Abuja,north central,2025-10-30,mobile,bronze,True,Middle,2.0,0.0,33.5,22.75,7,5.714285714285714,233.57142857142856,4,3,2.5714285714285716,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,0,Engaged Browsers
C100080,male,26.0,Lagos,south west,2025-01-17,mobile,bronze,True,Middle,2.0,0.0,43.5,23.46,6,6.333333333333333,235.0,2,0,0.9666666666666668,1.0,22.23,1.0,0.0,2025-12-18,0.0,,22.23,0.0,22.23,13.0,New Customers,2,Dormant / At Risk
C100081,male,32.0,Port Harcourt,south south,2024-07-29,mobile,bronze,True,Middle,2.0,0.0,48.5,45.739999999999995,14,5.928571428571429,295.0,9,7,3.164285714285714,5.0,319.93,17.0,0.0,2025-10-07,0.0,,63.986,0.0,319.93,85.0,Champions,0,Engaged Browsers
C100082,female,40.0,Ibadan,south west,2025-07-17,mobile,bronze,True,Low,1.0,0.0,45.0,18.89,9,5.375,221.0,4,2,1.7000000000000002,2.0,111.85,6.0,0.0,2025-12-27,0.0,,55.925,0.0,111.85,4.0,Champions,0,Engaged Browsers
C100083,female,31.0,Kaduna,north west,2025-02-28,mobile,silver,True,Upper-Middle,0.0,0.0,,0.0,8,4.625,273.375,2,0,0.4625,2.0,81.07,4.0,0.0,2025-11-18,,,40.535,0.0,81.07,43.0,Champions,1,Core Buyers
C100084,female,49.0,Kaduna,north west,2025-04-18,mobile,silver,True,Upper-Middle,4.0,2.0,45.75,41.3,12,5.0,253.41666666666663,8,4,2.5833333333333335,0.0,0.0,0.0,0.0,,0.5,20.65,,,0.0,,No Orders,0,Engaged Browsers
C100085,male,33.0,Ibadan,south west,2024-07-15,mobile,bronze,True,Middle,1.0,0.0,60.0,20.43,7,7.428571428571429,284.7142857142857,6,1,2.6,3.0,222.28,9.0,0.0,2025-10-30,0.0,,74.09333333333333,0.0,222.28,62.0,Champions,1,Core Buyers
C100086,male,39.0,Ibadan,south west,2024-02-05,tablet,bronze,True,Lower-Middle,1.0,0.0,35.0,16.44,7,6.857142857142857,226.8571428571429,3,2,2.257142857142857,2.0,163.75,8.0,0.0,2025-12-25,0.0,,81.875,0.0,163.75,6.0,Champions,1,Core Buyers
C100087,female,28.0,Kaduna,north west,2025-02-28,mobile,bronze,False,Lower-Middle,5.0,1.0,9.8,55.37,4,4.75,274.25,2,0,1.475,1.0,73.92,3.0,0.0,2025-09-23,0.2,55.37,73.92,0.0,73.92,99.0,Average,2,Dormant / At Risk
C100088,male,29.0,Jos,north central,2025-04-07,mobile,bronze,False,Low,3.0,0.0,15.666666666666666,50.0,4,4.0,191.5,2,2,2.9000000000000004,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,No Orders,2,Dormant / At Risk
C100089,male,29.0,Kano,north west,2025-07-26,mobile,silver,True,Lower-Middle,3.0,1.0,29.333333333333332,38.87,7,5.571428571428571,200.8571428571429,2,0,0.8428571428571429,0.0,0.0,0.0,0.0,,0.3333333333333333,38.87,,,0.0,,No Orders,2,Dormant / At Risk
C100090,male,37.0,Enugu,south east,2024-08-10,desktop,silver,True,Lower-Middle,4.0,2.0,31.0,68.76,17,5.294117647058823,221.94117647058823,4,3,1.0,1.0,50.74,2.0,0.0,2024-11-09,0.5,34.38,50.74,0.0,50.74,417.0,Lost Causes,0,Engaged Browsers
C100091,male,48.0,Jos,north central,2024-02-28,desktop,gold,False,Middle,3.0,1.0,33.666666666666664,47.19,11,5.2727272727272725,228.9090909090909,2,0,0.4363636363636364,3.0,221.08,9.0,0.0,2025-12-12,0.3333333333333333,47.19,73.69333333333334,0.0,221.08,19.0,Champions,1,Core Buyers
C100092,female,33.0,Lagos,south west,2024-05-01,desktop,silver,True,Upper-Middle,2.0,0.0,62.5,33.99,12,6.583333333333333,261.5833333333333,5,3,2.158333333333333,2.0,116.92,5.0,0.0,2025-09-24,0.0,,58.46,0.0,116.92,98.0,Average,0,Engaged Browsers
C100093,female,22.0,Enugu,south east,2025-08-29,mobile,bronze,True,High,1.0,0.0,59.0,12.21,13,5.538461538461538,187.76923076923077,5,0,0.9384615384615386,1.0,70.0,-1.0,0.0,2025-10-27,0.0,,70.0,0.0,70.0,65.0,New Customers,0,Engaged Browsers
C100094,female,28.0,Abuja,north central,2024-11-28,mobile,platinum,True,Upper-Middle,3.0,3.0,65.0,24.47,13,5.3076923076923075,218.76923076923077,6,3,1.7615384615384615,1.0,36.08,2.0,0.0,2024-12-26,1.0,8.156666666666666,36.08,0.0,36.08,370.0,Lost Causes,0,Engaged Browsers
C100095,male,21.0,Ibadan,south west,2025-06-27,mobile,platinum,True,Middle,2.0,1.0,44.5,30.86,6,5.666666666666667,177.0,4,4,3.5666666666666664,2.0,141.95,8.0,0.0,2025-10-28,0.5,30.86,70.975,0.0,141.95,64.0,Champions,0,Engaged Browsers
C100096,female,37.0,Kaduna,north west,2025-03-13,mobile,gold,True,Upper-Middle,1.0,0.0,57.0,22.74,6,6.0,103.5,4,1,2.433333333333333,1.0,21.45,2.0,0.0,2025-07-17,0.0,,21.45,0.0,21.45,167.0,Average,2,Dormant / At Risk
C100097,male,33.0,Kano,north west,2025-08-25,mobile,bronze,False,Upper-Middle,1.0,1.0,40.0,10.04,9,5.111111111111111,154.22222222222223,5,3,2.4,0.0,0.0,0.0,0.0,,1.0,10.04,,,0.0,,No Orders,0,Engaged Browsers
